site_id,site_name,group_id,x,y,height,width,azimuth,module_orientation,module_tilt,module_width,module_height,vSpacing,hSpacing,num_rows,num_columns,module_id,row,column,id,inverterId
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644877,3,0,60672589,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644875,2,0,60672594,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644856,5,2,60672626,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644896,5,1,60672634,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644855,4,2,60672637,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644859,0,3,60672604,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644878,7,4,60672642,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644881,6,0,60672651,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644869,2,4,60672586,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644883,0,5,60672582,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644901,2,6,60672590,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644863,4,3,60672643,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644889,1,1,60672578,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644902,3,6,60672591,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644879,4,0,60672647,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644884,1,5,60672597,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644858,7,2,60672629,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644887,0,1,60672583,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644852,6,6,60672636,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644866,7,3,60672640,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644894,7,5,60672645,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644882,7,0,60672635,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644850,5,6,60672628,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644861,2,3,60672579,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644870,3,4,60672585,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644865,6,3,60672639,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644900,1,6,60672574,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644873,1,0,60672598,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644853,3,2,60672600,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644903,0,2,60672596,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644897,6,1,60672633,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644890,5,5,60672625,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644860,1,3,60672575,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644891,2,1,60672576,60672568
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644857,6,2,60672631,60672623
787197,Anonymous,17819189,0.0,0.0,508.0,654.0,180.0,HORIZONTAL,12.0,60.0,90.0,4.0,4.0,8,7,230644876,6,4,60672650,60672623
238320,Anonymous,3805301,0.0,118.49,90.0,60.0,180.0,VERTICAL,18.0,60.0,90.0,4.0,4.0,1,1,37677644,0,0,34312343,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677659,0,1,34312342,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677663,2,0,34312354,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677661,0,4,34312346,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677655,2,1,34312335,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677662,2,4,34312340,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677653,0,5,34312348,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677654,1,1,34312347,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677665,1,5,34312350,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677657,2,6,34312338,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677658,2,5,34312339,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677656,1,0,34312345,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677649,2,3,34312344,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677650,0,2,34312337,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677645,1,3,34312349,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677651,1,6,34312336,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677646,1,4,34312351,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677652,0,6,34312353,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677647,0,3,34312341,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677648,1,2,34312356,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677660,2,2,34312352,33856784
238320,Anonymous,3805302,64.5,118.36,278.0,444.0,180.0,VERTICAL,0.0,60.0,90.0,4.0,4.0,3,7,37677664,0,0,34312357,33856784
238320,Anonymous,3805303,0.83,211.25,90.0,60.0,180.0,VERTICAL,18.0,60.0,90.0,4.0,4.0,1,1,37677666,0,0,34312355,33856784
349060,Anonymous,6091302,98.81,388.73,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369945,0,0,38823849,38823574
349060,Anonymous,6091303,154.81,354.73,90.0,60.0,148.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369946,0,0,38823847,38823574
349060,Anonymous,6091304,210.81,319.73,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369947,0,0,38823701,38823574
349060,Anonymous,6091305,267.81,285.73,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369948,0,0,38823751,38823574
349060,Anonymous,6091306,324.81,250.73,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369949,0,0,38823858,38823574
349060,Anonymous,6091307,382.47,216.14,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369950,0,0,38823855,38823574
349060,Anonymous,6091308,440.64,180.3,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369951,0,0,38842610,38823574
349060,Anonymous,6091309,496.08,143.49,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369952,0,0,38823970,38823574
349060,Anonymous,6091310,554.15,108.89,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369953,0,0,38823758,38823574
349060,Anonymous,6091311,150.8,472.74,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369954,0,0,38823754,38823574
349060,Anonymous,6091312,206.53,439.51,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369955,0,0,38823857,38823574
349060,Anonymous,6091313,263.45,404.99,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369956,0,0,38823850,38823574
349060,Anonymous,6091314,316.69,370.6,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369957,0,0,38823755,38823574
349060,Anonymous,6091315,374.83,336.15,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369958,0,0,38823703,38823574
349060,Anonymous,6091316,434.46,297.53,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369959,0,0,38823700,38823574
349060,Anonymous,6091317,490.16,263.08,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369960,0,0,38823761,38823574
349060,Anonymous,6091318,545.87,226.21,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369961,0,0,38823759,38823574
349060,Anonymous,6091319,602.79,191.82,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369962,0,0,38823853,38823574
349060,Anonymous,6091320,386.55,516.37,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369963,0,0,38823698,38823574
349060,Anonymous,6091321,452.12,474.53,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369964,0,0,38823760,38823574
349060,Anonymous,6091322,512.77,437.6,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369965,0,0,38823854,38823574
349060,Anonymous,6091323,572.12,396.95,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369966,0,0,38823757,38823574
349060,Anonymous,6091324,630.29,357.56,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369967,0,0,38823851,38823574
349060,Anonymous,6091325,690.98,320.69,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369968,0,0,38823852,38823574
349060,Anonymous,6091326,749.16,283.76,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369969,0,0,38823752,38823574
349060,Anonymous,6091327,814.7,246.85,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369970,0,0,38823696,38823574
349060,Anonymous,6091328,474.39,654.55,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369971,0,0,38823756,38823574
349060,Anonymous,6091329,536.66,616.86,90.0,60.0,149.0,VERTICAL,10.0,60.0,90.0,4.0,4.0,1,1,66369972,0,0,38823697,38823574
349060,Anonymous,6091330,525.55,739.03,60.0,90.0,149.0,HORIZONTAL,10.0,60.0,90.0,4.0,4.0,1,1,66369973,0,0,38823699,38823574
